uf_abb,uf_code,munic_code,munic_name,d_1997,d_1998,d_1999,d_2000,d_2001,d_2002,d_2003,d_2004,d_2005,d_2006,d_2007,d_2008,d_2009,d_2010,d_2011,d_2012,d_2013,d_2014,d_2015,d_2016,d_2017,d_2018,d_2019,d_2020,d_2021,d_2022,previous_mun_1997,previous_mun_1998,previous_mun_1999,previous_mun_2000,previous_mun_2001,previous_mun_2002,previous_mun_2003,previous_mun_2004,previous_mun_2005,previous_mun_2006,previous_mun_2007,previous_mun_2008,previous_mun_2009,previous_mun_2010,previous_mun_2011,previous_mun_2012,previous_mun_2013,previous_mun_2014,previous_mun_2015,previous_mun_2016,previous_mun_2017,previous_mun_2018,previous_mun_2019,previous_mun_2020,previous_mun_2021,previous_mun_2022
SC,42,4216008,São Carlos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008,4216008
SC,42,4216057,São Cristovão do Sul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057,4216057
SC,42,4216107,São Domingos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107,4216107
SC,42,4216206,São Francisco do Sul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206,4216206
SC,42,4216255,São João do Oeste,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255,4216255
SC,42,4216305,São João Batista,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305,4216305
SC,42,4216354,São João do Itaperiú,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354,4216354
SC,42,4216404,São João do Sul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404,4216404
SC,42,4216503,São Joaquim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503,4216503
SC,42,4216602,São José,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602,4216602
SC,42,4216701,São José do Cedro,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701,4216701
SC,42,4216800,São José do Cerrito,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800,4216800
SC,42,4216909,São Lourenço do Oeste,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909,4216909
SC,42,4217006,São Ludgero,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006,4217006
SC,42,4217105,São Martinho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105,4217105
SC,42,4217154,São Miguel da Boa Vista,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154,4217154
SC,42,4217204,São Miguel do Oeste,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204,4217204
SC,42,4217253,São Pedro de Alcântara,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253,4217253
SC,42,4217303,Saudades,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303,4217303
SC,42,4217402,Schroeder,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402,4217402
SC,42,4217501,Seara,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501,4217501
SC,42,4217550,Serra Alta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550,4217550
SC,42,4217600,Siderópolis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600,4217600
SC,42,4217709,Sombrio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709,4217709
SC,42,4217758,Sul Brasil,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758,4217758
SC,42,4217808,Taió,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808,4217808
SC,42,4217907,Tangará,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907,4217907
SC,42,4217956,Tigrinhos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956,4217956
SC,42,4218004,Tijucas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004,4218004
SC,42,4218103,Timbé do Sul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103,4218103
SC,42,4218202,Timbó,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202,4218202
SC,42,4218251,Timbó Grande,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251,4218251
SC,42,4218301,Três Barras,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301,4218301
SC,42,4218350,Treviso,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350,4218350
SC,42,4218400,Treze de Maio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400,4218400
SC,42,4218509,Treze Tílias,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509,4218509
SC,42,4218608,Trombudo Central,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608,4218608
SC,42,4218707,Tubarão,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707,4218707
SC,42,4218756,Tunápolis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756,4218756
SC,42,4218806,Turvo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806,4218806
SC,42,4218855,União do Oeste,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855,4218855
SC,42,4218905,Urubici,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905,4218905
SC,42,4218954,Urupema,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954,4218954
SC,42,4219002,Urussanga,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002,4219002
SC,42,4219101,Vargeão,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101,4219101
SC,42,4219150,Vargem,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150,4219150
SC,42,4219176,Vargem Bonita,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176,4219176
SC,42,4219200,Vidal Ramos,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200,4219200
SC,42,4219309,Videira,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309,4219309
SC,42,4219358,Vitor Meireles,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358,4219358
SC,42,4219408,Witmarsum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408,4219408
SC,42,4219507,Xanxerê,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507,4219507
SC,42,4219606,Xavantina,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606,4219606
SC,42,4219705,Xaxim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705,4219705
SC,42,4219853,Zortéa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853,4219853
SC,42,4220000,Balneário Rincão,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4207007,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000
RS,43,4300034,Aceguá,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4301602,4301602,4301602,4301602,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034,4300034
RS,43,4300059,Água Santa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059,4300059
RS,43,4300109,Agudo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109,4300109
RS,43,4300208,Ajuricaba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208,4300208
RS,43,4300307,Alecrim,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307,4300307
RS,43,4300406,Alegrete,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406,4300406
RS,43,4300455,Alegria,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455,4300455
RS,43,4300471,Almirante Tamandaré do Sul,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4304705,4304705,4304705,4304705,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471,4300471
RS,43,4300505,Alpestre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505,4300505
RS,43,4300554,Alto Alegre,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554,4300554
RS,43,4300570,Alto Feliz,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570,4300570
RS,43,4300604,Alvorada,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604,4300604
RS,43,4300638,Amaral Ferrador,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638,4300638
RS,43,4300646,Ametista do Sul,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646,4300646
RS,43,4300661,André da Rocha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661,4300661
RS,43,4300703,Anta Gorda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703,4300703
RS,43,4300802,Antônio Prado,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802,4300802
RS,43,4300851,Arambaré,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851,4300851
RS,43,4300877,Araricá,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877,4300877
RS,43,4300901,Aratiba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901,4300901
RS,43,4301008,Arroio do Meio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008,4301008
RS,43,4301057,Arroio do Sal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057,4301057
RS,43,4301073,Arroio do Padre,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4314407,4314407,4314407,4314407,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073,4301073
